"","X","country","sex","bc_cate","education","TotalN","ChildlessN","NeverInUnionN","prop_childless","prop_neverinunion","continent"
"888",1489,"Mali","Women","1970-1979","High",248,6,2,2.4,33.3,"Africa"
"889",1490,"Mali","Women","1970-1979","Low",662,18,5,2.7,27.8,"Africa"
"890",1491,"Mali","Women","1980-1989","High",127,10,5,7.9,50,"Africa"
"891",1492,"Mali","Women","1980-1989","Low",300,20,4,6.7,20,"Africa"
"892",1493,"Mauritania","Men","1950-1959","High",121,9,2,7.4,22.2,"Africa"
"893",1494,"Mauritania","Men","1950-1959","Low",753,52,15,6.9,28.8,"Africa"
"894",1495,"Mauritania","Men","1960-1969","High",229,23,10,10,43.5,"Africa"
"895",1496,"Mauritania","Men","1960-1969","Low",949,79,39,8.3,49.4,"Africa"
"896",1499,"Mauritania","Women","1940-1949","Low",106,4,1,3.8,25,"Africa"
"897",1500,"Mauritania","Women","1950-1959","High",103,2,NA,1.9,NA,"Africa"
"898",1501,"Mauritania","Women","1950-1959","Low",231,12,6,5.2,50,"Africa"
"899",1502,"Mauritania","Women","1960-1969","High",143,31,18,21.7,58.1,"Africa"
"900",1503,"Mauritania","Women","1960-1969","Low",186,26,21,14,80.8,"Africa"
"901",1515,"Montenegro","Men","1950-1959","Medium",85,11,8,12.9,72.7,"Europe & North America"
"902",1518,"Montenegro","Men","1960-1969","Medium",88,30,25,34.1,83.3,"Europe & North America"
"903",1522,"Montenegro","Men","1970-1979","Medium",86,29,17,33.7,58.6,"Europe & North America"
"904",1535,"Montenegro","Women","1950-1959","Medium",64,7,3,10.9,42.9,"Europe & North America"
"905",1538,"Montenegro","Women","1960-1969","Medium",84,14,10,16.7,71.4,"Europe & North America"
"906",1542,"Montenegro","Women","1970-1979","Medium",74,10,9,13.5,90,"Europe & North America"
"907",1547,"Mozambique","Men","1960-1969","High",737,35,6,4.7,17.1,"Africa"
"908",1548,"Mozambique","Men","1960-1969","Low",1003,37,3,3.7,8.1,"Africa"
"909",1549,"Mozambique","Men","1970-1979","High",1000,40,13,4,32.5,"Africa"
"910",1550,"Mozambique","Men","1970-1979","Low",1157,53,3,4.6,5.7,"Africa"
"911",1553,"Mozambique","Women","1950-1959","High",144,4,NA,2.8,NA,"Africa"
"912",1554,"Mozambique","Women","1950-1959","Low",215,5,NA,2.3,NA,"Africa"
"913",1555,"Mozambique","Women","1960-1969","High",209,4,NA,1.9,NA,"Africa"
"914",1556,"Mozambique","Women","1960-1969","Low",272,14,5,5.1,35.7,"Africa"
"915",1557,"Mozambique","Women","1970-1979","High",221,5,4,2.3,80,"Africa"
"916",1558,"Mozambique","Women","1970-1979","Low",340,14,4,4.1,28.6,"Africa"
"917",1559,"Myanmar","Men","1960-1969","High",559,116,97,20.8,83.6,"Asia"
"918",1560,"Myanmar","Men","1960-1969","Low",626,72,54,11.5,75,"Asia"
"919",1561,"Myanmar","Men","1970-1979","High",1259,313,253,24.9,80.8,"Asia"
"920",1562,"Myanmar","Men","1970-1979","Low",2388,323,254,13.5,78.6,"Asia"
"921",1564,"Myanmar","Men","1980-1989","High",170,52,39,30.6,75,"Asia"
"922",1565,"Myanmar","Men","1980-1989","Low",303,61,41,20.1,67.2,"Asia"
"923",1566,"Myanmar","Women","1960-1969","High",183,18,11,9.8,61.1,"Asia"
"924",1567,"Myanmar","Women","1960-1969","Low",236,13,4,5.5,30.8,"Asia"
"925",1568,"Myanmar","Women","1970-1979","High",522,89,53,17,59.6,"Asia"
"926",1569,"Myanmar","Women","1970-1979","Low",802,95,54,11.8,56.8,"Asia"
"927",1570,"Myanmar","Women","1980-1989","High",55,17,11,30.9,64.7,"Asia"
"928",1571,"Myanmar","Women","1980-1989","Low",120,27,13,22.5,48.1,"Asia"
"929",1574,"Namibia","Men","1950-1959","High",243,NA,NA,NA,NA,"Africa"
"930",1575,"Namibia","Men","1950-1959","Low",269,NA,NA,NA,NA,"Africa"
"931",1577,"Namibia","Men","1960-1969","High",561,39,20,7,51.3,"Africa"
"932",1578,"Namibia","Men","1960-1969","Low",720,12,9,1.7,75,"Africa"
"933",1579,"Namibia","Men","1970-1979","High",902,67,42,7.4,62.7,"Africa"
"934",1580,"Namibia","Men","1970-1979","Low",944,31,15,3.3,48.4,"Africa"
"935",1584,"Namibia","Women","1950-1959","High",167,NA,NA,NA,NA,"Africa"
"936",1585,"Namibia","Women","1950-1959","Low",167,NA,NA,NA,NA,"Africa"
"937",1586,"Namibia","Women","1960-1969","High",248,18,11,7.3,61.1,"Africa"
"938",1587,"Namibia","Women","1960-1969","Low",333,25,17,7.5,68,"Africa"
"939",1588,"Namibia","Women","1970-1979","High",349,43,31,12.3,72.1,"Africa"
"940",1589,"Namibia","Women","1970-1979","Low",405,55,48,13.6,87.3,"Africa"
"941",1590,"Nepal","Men","1960-1969","High",156,7,2,4.5,28.6,"Asia"
"942",1591,"Nepal","Men","1960-1969","Low",556,14,5,2.5,35.7,"Asia"
"943",1592,"Nepal","Men","1970-1979","High",994,37,16,3.7,43.2,"Asia"
"944",1593,"Nepal","Men","1970-1979","Low",1845,30,8,1.6,26.7,"Asia"
"945",1594,"Nepal","Men","1980-1989","High",159,7,4,4.4,57.1,"Asia"
"946",1595,"Nepal","Men","1980-1989","Low",341,8,1,2.3,12.5,"Asia"
"947",1596,"Nepal","Women","1960-1969","High",140,1,NA,0.7,NA,"Asia"
"948",1597,"Nepal","Women","1960-1969","Low",151,1,NA,0.7,NA,"Asia"
"949",1598,"Nepal","Women","1970-1979","High",459,12,4,2.6,33.3,"Asia"
"950",1599,"Nepal","Women","1970-1979","Low",475,5,NA,1.1,NA,"Asia"
"951",1600,"Nepal","Women","1980-1989","High",65,6,4,9.2,66.7,"Asia"
"952",1601,"Nepal","Women","1980-1989","Low",122,6,3,4.9,50,"Asia"
"953",1607,"Netherlands","Men","1930-1939","High",100,11,3,11,27.3,"Europe & North America"
"954",1608,"Netherlands","Men","1930-1939","Low",205,25,8,12.2,32,"Europe & North America"
"955",1609,"Netherlands","Men","1930-1939","Medium",114,7,2,6.1,28.6,"Europe & North America"
"956",1611,"Netherlands","Men","1940-1949","High",626,74,11,11.8,14.9,"Europe & North America"
"957",1612,"Netherlands","Men","1940-1949","Low",734,105,38,14.3,36.2,"Europe & North America"
"958",1613,"Netherlands","Men","1940-1949","Medium",604,80,19,13.2,23.8,"Europe & North America"
"959",1615,"Netherlands","Men","1950-1959","High",790,149,30,18.9,20.1,"Europe & North America"
"960",1616,"Netherlands","Men","1950-1959","Low",662,137,47,20.7,34.3,"Europe & North America"
"961",1617,"Netherlands","Men","1950-1959","Medium",690,122,22,17.7,18,"Europe & North America"
"962",1619,"Netherlands","Men","1960-1969","High",714,161,40,22.5,24.8,"Europe & North America"
"963",1620,"Netherlands","Men","1960-1969","Low",619,171,67,27.6,39.2,"Europe & North America"
"964",1621,"Netherlands","Men","1960-1969","Medium",769,203,62,26.4,30.5,"Europe & North America"
"965",1623,"Netherlands","Men","1970-1979","High",396,103,29,26,28.2,"Europe & North America"
"966",1624,"Netherlands","Men","1970-1979","Low",196,64,24,32.7,37.5,"Europe & North America"
"967",1625,"Netherlands","Men","1970-1979","Medium",300,79,18,26.3,22.8,"Europe & North America"
"968",1634,"Netherlands","Women","1920-1929","Low",67,6,3,9,50,"Europe & North America"
"969",1637,"Netherlands","Women","1930-1939","High",68,20,7,29.4,35,"Europe & North America"
"970",1638,"Netherlands","Women","1930-1939","Low",327,34,15,10.4,44.1,"Europe & North America"
"971",1639,"Netherlands","Women","1930-1939","Medium",68,6,3,8.8,50,"Europe & North America"
"972",1641,"Netherlands","Women","1940-1949","High",315,77,24,24.4,31.2,"Europe & North America"
"973",1642,"Netherlands","Women","1940-1949","Low",1112,87,27,7.8,31,"Europe & North America"
"974",1643,"Netherlands","Women","1940-1949","Medium",429,49,6,11.4,12.2,"Europe & North America"
"975",1645,"Netherlands","Women","1950-1959","High",590,138,22,23.4,15.9,"Europe & North America"
"976",1646,"Netherlands","Women","1950-1959","Low",1012,112,15,11.1,13.4,"Europe & North America"
"977",1647,"Netherlands","Women","1950-1959","Medium",761,98,19,12.9,19.4,"Europe & North America"
"978",1649,"Netherlands","Women","1960-1969","High",679,159,27,23.4,17,"Europe & North America"
"979",1650,"Netherlands","Women","1960-1969","Low",695,85,26,12.2,30.6,"Europe & North America"
"980",1651,"Netherlands","Women","1960-1969","Medium",925,132,23,14.3,17.4,"Europe & North America"
"981",1653,"Netherlands","Women","1970-1979","High",417,89,18,21.3,20.2,"Europe & North America"
"982",1654,"Netherlands","Women","1970-1979","Low",181,31,8,17.1,25.8,"Europe & North America"
"983",1655,"Netherlands","Women","1970-1979","Medium",301,53,12,17.6,22.6,"Europe & North America"
"984",1660,"Nicaragua","Men","1940-1949","High",114,3,2,2.6,66.7,"Latin America"
"985",1661,"Nicaragua","Men","1940-1949","Low",180,5,3,2.8,60,"Latin America"
"986",1662,"Nicaragua","Men","1950-1959","High",1141,53,34,4.6,64.2,"Latin America"
"987",1663,"Nicaragua","Men","1950-1959","Low",1300,34,18,2.6,52.9,"Latin America"
"988",1665,"Nicaragua","Men","1960-1969","High",361,29,20,8,69,"Latin America"
"989",1666,"Nicaragua","Men","1960-1969","Low",711,18,7,2.5,38.9,"Latin America"
"990",1669,"Nicaragua","Women","1940-1949","High",135,6,1,4.4,16.7,"Latin America"
"991",1670,"Nicaragua","Women","1940-1949","Low",149,13,8,8.7,61.5,"Latin America"
"992",1672,"Nicaragua","Women","1950-1959","High",235,9,6,3.8,66.7,"Latin America"
"993",1673,"Nicaragua","Women","1950-1959","Low",256,10,5,3.9,50,"Latin America"
"994",1674,"Nicaragua","Women","1960-1969","High",89,5,4,5.6,80,"Latin America"
"995",1675,"Nicaragua","Women","1960-1969","Low",98,7,2,7.1,28.6,"Latin America"
"996",1676,"Niger","Men","1960-1969","High",177,6,1,3.4,16.7,"Africa"
"997",1677,"Niger","Men","1960-1969","Low",926,11,2,1.2,18.2,"Africa"
"998",1678,"Niger","Men","1970-1979","High",360,27,15,7.5,55.6,"Africa"
"999",1679,"Niger","Men","1970-1979","Low",1697,27,4,1.6,14.8,"Africa"
"1000",1681,"Niger","Women","1950-1959","High",65,NA,NA,NA,NA,"Africa"
"1001",1682,"Niger","Women","1950-1959","Low",240,3,1,1.2,33.3,"Africa"
"1002",1684,"Niger","Women","1960-1969","High",173,7,3,4,42.9,"Africa"
"1003",1685,"Niger","Women","1960-1969","Low",544,3,2,0.6,66.7,"Africa"
"1004",1687,"Niger","Women","1970-1979","High",248,25,11,10.1,44,"Africa"
"1005",1688,"Niger","Women","1970-1979","Low",534,17,7,3.2,41.2,"Africa"
"1006",1690,"Nigeria","Men","1960-1969","High",295,11,2,3.7,18.2,"Africa"
"1007",1691,"Nigeria","Men","1960-1969","Low",508,16,1,3.1,6.2,"Africa"
"1008",1692,"Nigeria","Men","1970-1979","High",2708,173,75,6.4,43.4,"Africa"
"1009",1693,"Nigeria","Men","1970-1979","Low",5206,113,22,2.2,19.5,"Africa"
"1010",1694,"Nigeria","Men","1980-1989","High",1964,153,87,7.8,56.9,"Africa"
"1011",1695,"Nigeria","Men","1980-1989","Low",2673,56,14,2.1,25,"Africa"
"1012",1697,"Nigeria","Women","1950-1959","Low",50,2,1,4,50,"Africa"
"1013",1698,"Nigeria","Women","1960-1969","High",728,17,5,2.3,29.4,"Africa"
"1014",1699,"Nigeria","Women","1960-1969","Low",784,12,7,1.5,58.3,"Africa"
"1015",1700,"Nigeria","Women","1970-1979","High",1383,65,30,4.7,46.2,"Africa"
"1016",1701,"Nigeria","Women","1970-1979","Low",1401,54,31,3.9,57.4,"Africa"
"1017",1702,"Nigeria","Women","1980-1989","High",316,41,29,13,70.7,"Africa"
"1018",1703,"Nigeria","Women","1980-1989","Low",1229,102,60,8.3,58.8,"Africa"
"1019",1708,"Norway","Men","1920-1929","Medium",83,13,6,15.7,46.2,"Europe & North America"
"1020",1710,"Norway","Men","1930-1939","High",196,17,2,8.7,11.8,"Europe & North America"
"1021",1711,"Norway","Men","1930-1939","Low",213,32,21,15,65.6,"Europe & North America"
"1022",1712,"Norway","Men","1930-1939","Medium",406,56,14,13.8,25,"Europe & North America"
"1023",1714,"Norway","Men","1940-1949","High",459,39,10,8.5,25.6,"Europe & North America"
"1024",1715,"Norway","Men","1940-1949","Low",288,41,18,14.2,43.9,"Europe & North America"
"1025",1716,"Norway","Men","1940-1949","Medium",721,87,22,12.1,25.3,"Europe & North America"
"1026",1718,"Norway","Men","1950-1959","High",518,75,16,14.5,21.3,"Europe & North America"
"1027",1719,"Norway","Men","1950-1959","Low",237,44,13,18.6,29.5,"Europe & North America"
"1028",1720,"Norway","Men","1950-1959","Medium",849,113,34,13.3,30.1,"Europe & North America"
"1029",1722,"Norway","Men","1960-1969","High",632,124,41,19.6,33.1,"Europe & North America"
"1030",1723,"Norway","Men","1960-1969","Low",272,58,20,21.3,34.5,"Europe & North America"
"1031",1724,"Norway","Men","1960-1969","Medium",868,141,41,16.2,29.1,"Europe & North America"
"1032",1726,"Norway","Men","1970-1979","High",268,64,20,23.9,31.2,"Europe & North America"
"1033",1727,"Norway","Men","1970-1979","Low",62,18,3,29,16.7,"Europe & North America"
"1034",1728,"Norway","Men","1970-1979","Medium",262,61,23,23.3,37.7,"Europe & North America"
"1035",1739,"Norway","Women","1920-1929","Low",90,18,6,20,33.3,"Europe & North America"
"1036",1740,"Norway","Women","1920-1929","Medium",102,13,7,12.7,53.8,"Europe & North America"
"1037",1741,"Norway","Women","1930-1939","High",138,21,9,15.2,42.9,"Europe & North America"
"1038",1742,"Norway","Women","1930-1939","Low",296,24,5,8.1,20.8,"Europe & North America"
"1039",1743,"Norway","Women","1930-1939","Medium",400,53,14,13.2,26.4,"Europe & North America"
"1040",1744,"Norway","Women","1940-1949","High",390,64,19,16.4,29.7,"Europe & North America"
"1041",1745,"Norway","Women","1940-1949","Low",301,25,2,8.3,8,"Europe & North America"
"1042",1746,"Norway","Women","1940-1949","Medium",656,65,18,9.9,27.7,"Europe & North America"
"1043",1748,"Norway","Women","1950-1959","High",660,94,15,14.2,16,"Europe & North America"
"1044",1749,"Norway","Women","1950-1959","Low",292,31,2,10.6,6.5,"Europe & North America"
"1045",1750,"Norway","Women","1950-1959","Medium",708,70,16,9.9,22.9,"Europe & North America"
"1046",1752,"Norway","Women","1960-1969","High",844,118,36,14,30.5,"Europe & North America"
"1047",1753,"Norway","Women","1960-1969","Low",284,29,5,10.2,17.2,"Europe & North America"
"1048",1754,"Norway","Women","1960-1969","Medium",703,75,14,10.7,18.7,"Europe & North America"
"1049",1756,"Norway","Women","1970-1979","High",345,60,17,17.4,28.3,"Europe & North America"
"1050",1757,"Norway","Women","1970-1979","Low",58,5,1,8.6,20,"Europe & North America"
"1051",1758,"Norway","Women","1970-1979","Medium",210,27,7,12.9,25.9,"Europe & North America"
"1052",1763,"Peru","Men","1940-1949","High",606,40,24,6.6,60,"Latin America"
"1053",1764,"Peru","Men","1940-1949","Low",681,15,11,2.2,73.3,"Latin America"
"1054",1765,"Peru","Men","1950-1959","High",2567,202,136,7.9,67.3,"Latin America"
"1055",1766,"Peru","Men","1950-1959","Low",3543,69,42,1.9,60.9,"Latin America"
"1056",1767,"Peru","Men","1960-1969","High",560,55,45,9.8,81.8,"Latin America"
"1057",1768,"Peru","Men","1960-1969","Low",777,21,13,2.7,61.9,"Latin America"
"1058",1771,"Peru","Women","1940-1949","High",126,8,3,6.3,37.5,"Latin America"
"1059",1772,"Peru","Women","1940-1949","Low",177,8,2,4.5,25,"Latin America"
"1060",1773,"Peru","Women","1950-1959","High",213,28,18,13.1,64.3,"Latin America"
"1061",1774,"Peru","Women","1950-1959","Low",265,15,6,5.7,40,"Latin America"
"1062",1776,"Peru","Women","1960-1969","Low",79,7,6,8.9,85.7,"Latin America"
"1063",1777,"Philippines","Men","1950-1959","High",806,71,39,8.8,54.9,"Asia"
"1064",1778,"Philippines","Men","1950-1959","Low",962,40,25,4.2,62.5,"Asia"
"1065",1779,"Philippines","Men","1960-1969","High",918,125,84,13.6,67.2,"Asia"
"1066",1780,"Philippines","Men","1960-1969","Low",2090,141,85,6.7,60.3,"Asia"
"1067",1783,"Philippines","Women","1950-1959","High",385,34,17,8.8,50,"Asia"
"1068",1784,"Philippines","Women","1950-1959","Low",411,32,19,7.8,59.4,"Asia"
"1069",1785,"Philippines","Women","1960-1969","High",439,60,35,13.7,58.3,"Asia"
"1070",1786,"Philippines","Women","1960-1969","Low",498,62,40,12.4,64.5,"Asia"
"1071",1790,"Poland","Men","1930-1939","High",135,8,2,5.9,25,"Europe & North America"
"1072",1791,"Poland","Men","1930-1939","Low",342,40,18,11.7,45,"Europe & North America"
"1073",1792,"Poland","Men","1930-1939","Medium",434,44,15,10.1,34.1,"Europe & North America"
"1074",1794,"Poland","Men","1940-1949","High",249,25,8,10,32,"Europe & North America"
"1075",1795,"Poland","Men","1940-1949","Low",348,54,31,15.5,57.4,"Europe & North America"
"1076",1796,"Poland","Men","1940-1949","Medium",946,101,44,10.7,43.6,"Europe & North America"
"1077",1798,"Poland","Men","1950-1959","High",246,28,11,11.4,39.3,"Europe & North America"
"1078",1799,"Poland","Men","1950-1959","Low",388,103,77,26.5,74.8,"Europe & North America"
"1079",1800,"Poland","Men","1950-1959","Medium",1463,219,121,15,55.3,"Europe & North America"
"1080",1802,"Poland","Men","1960-1969","High",210,31,14,14.8,45.2,"Europe & North America"
"1081",1803,"Poland","Men","1960-1969","Low",174,65,51,37.4,78.5,"Europe & North America"
"1082",1804,"Poland","Men","1960-1969","Medium",1071,159,107,14.8,67.3,"Europe & North America"
"1083",1806,"Poland","Men","1970-1979","High",224,53,21,23.7,39.6,"Europe & North America"
"1084",1807,"Poland","Men","1970-1979","Low",130,45,36,34.6,80,"Europe & North America"
"1085",1808,"Poland","Men","1970-1979","Medium",620,108,62,17.4,57.4,"Europe & North America"
"1086",1815,"Poland","Women","1930-1939","High",161,20,5,12.4,25,"Europe & North America"
"1087",1816,"Poland","Women","1930-1939","Low",814,67,20,8.2,29.9,"Europe & North America"
"1088",1817,"Poland","Women","1930-1939","Medium",679,84,30,12.4,35.7,"Europe & North America"
"1089",1819,"Poland","Women","1940-1949","High",252,50,32,19.8,64,"Europe & North America"
"1090",1820,"Poland","Women","1940-1949","Low",738,50,11,6.8,22,"Europe & North America"
"1091",1821,"Poland","Women","1940-1949","Medium",1248,132,60,10.6,45.5,"Europe & North America"
"1092",1823,"Poland","Women","1950-1959","High",405,68,35,16.8,51.5,"Europe & North America"
"1093",1824,"Poland","Women","1950-1959","Low",573,38,16,6.6,42.1,"Europe & North America"
"1094",1825,"Poland","Women","1950-1959","Medium",1847,185,84,10,45.4,"Europe & North America"
"1095",1827,"Poland","Women","1960-1969","High",354,60,39,16.9,65,"Europe & North America"
"1096",1828,"Poland","Women","1960-1969","Low",200,17,10,8.5,58.8,"Europe & North America"
"1097",1829,"Poland","Women","1960-1969","Medium",1244,103,56,8.3,54.4,"Europe & North America"
"1098",1831,"Poland","Women","1970-1979","High",384,62,37,16.1,59.7,"Europe & North America"
"1099",1832,"Poland","Women","1970-1979","Low",99,11,5,11.1,45.5,"Europe & North America"
"1100",1833,"Poland","Women","1970-1979","Medium",773,72,30,9.3,41.7,"Europe & North America"
"1101",1841,"Portugal","Men","1920-1929","Low",58,3,NA,5.2,NA,"Europe & North America"
"1102",1845,"Portugal","Men","1930-1939","Low",134,4,NA,3,NA,"Europe & North America"
"1103",1849,"Portugal","Men","1940-1949","Low",162,13,4,8,30.8,"Europe & North America"
"1104",1852,"Portugal","Men","1950-1959","Low",139,20,11,14.4,55,"Europe & North America"
"1105",1855,"Portugal","Men","1960-1969","Low",129,30,16,23.3,53.3,"Europe & North America"
"1106",1867,"Portugal","Women","1920-1929","Low",128,18,6,14.1,33.3,"Europe & North America"
"1107",1870,"Portugal","Women","1930-1939","Low",231,27,13,11.7,48.1,"Europe & North America"
"1108",1873,"Portugal","Women","1940-1949","Low",292,26,8,8.9,30.8,"Europe & North America"
"1109",1876,"Portugal","Women","1950-1959","Low",232,24,9,10.3,37.5,"Europe & North America"
"1110",1879,"Portugal","Women","1960-1969","High",63,16,6,25.4,37.5,"Europe & North America"
"1111",1880,"Portugal","Women","1960-1969","Low",202,19,8,9.4,42.1,"Europe & North America"
"1112",1881,"Portugal","Women","1960-1969","Medium",58,11,3,19,27.3,"Europe & North America"
"1113",1883,"Portugal","Women","1970-1979","High",57,17,7,29.8,41.2,"Europe & North America"
"1114",1884,"Portugal","Women","1970-1979","Low",64,3,1,4.7,33.3,"Europe & North America"
"1115",1891,"Republic of Moldova","Men","1950-1959","High",471,24,5,5.1,20.8,"FSU"
"1116",1892,"Republic of Moldova","Men","1950-1959","Low",537,18,3,3.4,16.7,"FSU"
"1117",1893,"Republic of Moldova","Men","1960-1969","High",797,49,13,6.1,26.5,"FSU"
"1118",1894,"Republic of Moldova","Men","1960-1969","Low",1089,44,13,4,29.5,"FSU"
"1119",1895,"Republic of Moldova","Men","1970-1979","High",55,3,NA,5.5,NA,"FSU"
"1120",1896,"Republic of Moldova","Men","1970-1979","Low",61,2,1,3.3,50,"FSU"
"1121",1897,"Republic of Moldova","Women","1940-1949","High",68,3,1,4.4,33.3,"FSU"
"1122",1898,"Republic of Moldova","Women","1940-1949","Low",109,8,2,7.3,25,"FSU"
"1123",1899,"Republic of Moldova","Women","1950-1959","High",219,8,4,3.7,50,"FSU"
"1124",1900,"Republic of Moldova","Women","1950-1959","Low",412,23,8,5.6,34.8,"FSU"
"1125",1901,"Republic of Moldova","Women","1960-1969","High",244,23,6,9.4,26.1,"FSU"
"1126",1902,"Republic of Moldova","Women","1960-1969","Low",255,27,7,10.6,25.9,"FSU"
"1127",1906,"Romania","Men","1920-1929","Low",179,22,6,12.3,27.3,"Europe & North America"
"1128",1907,"Romania","Men","1920-1929","Medium",52,11,NA,21.2,NA,"Europe & North America"
